,account_id,alliance_id,timestamp,raw_message,filtered_message,CHILD_GROOMING,RELATIONSHIP_SEXUAL_CONTENT,hour_bucket,trigger
159769,8dca2e73388b34895db7e8e6fc4cc8c3cf0d6afd57529b7be1f50bb56b3c05d0,838e922db72f303c9995a616e7b0baf1391c2bb3263eeedc5bd80e2a9ff7d0cd,2023-03-01 17:52:32.639,"Haha, you guys take this too seriously. Need to get a girlfriend or something in your lives! Hahaha","Haha, you guys take this too seriously. Need to get a girlfriend or something in your lives! Hahaha",-1.0,3.0,18,1
160375,13ced18dc5e1be35e6a07d6a106fdeac4b898394011815dde62f5ef132045428,91c572dc803e403e2937643d422c9da2c7ab984c32ce424d10fec1583d16d7b5,2023-03-01 20:41:09.787,I don’t brotha I got rid of my social media like 2 years ago lol,I don’t brotha I got rid of my social media like 2 years ago lol,-1.0,-1.0,21,1
161134,4496b3293de7dfda3ff34a9f3aae56b3872e82e36e96de38d5253efe77e54b9b,59a6954ee793f6d5e17dc82f42a399a361fba57c47e93041b7c08b6fdb6dd34d,2023-03-01 16:28:07.559,"I’ve always had a love hate relationship with Sparky. Ok, the love is fucking her up the ass with hatred, so I postulate mostly filthy hate...","I’ve always had a love hate relationship with Sparky. Ok, the love is fucking her up *** *** with hatred, so I postulate mostly filthy hate...",-1.0,6.0,17,1
161306,37b98fc90b47aee27916e0d65f6ba6e03b1801b0a79a508776289a8139e16739,3a58e300fc956bd9c09ffc6e326bfc59d6b6a1a86dc3bb99fd2d07157f8cd1aa,2023-03-01 12:06:35.975,"Does mass shooting even fall under politics or under a social construct by society? A bullet does not have a party affiliation. I do believe it falls under mental health issue, but not for the reason that is obvious","Does mass shooting even fall under politics or under a social construct by society? A bullet does not have a party affiliation. I do believe it falls under mental health issue, but not for the reason that is obvious",-1.0,-1.0,13,1
161934,6fa68b111b7b71b26558787e752efec18b7e24495d95367c616746626950fd92,ea86aceb8936a4300baf819b88ee912adaaa3ad24756846237e2d77c09d30c9a,2023-03-01 23:57:39.374,kick someone so my gf can join pls and set minimum to nothing if you can,kick someone so my ** can join pls and set minimum to nothing if you can,-1.0,3.0,24,1
163458,ee721fab9132c4a0dced6c655e4bf6300ebfc392f4e3e573773be97b0d4e8a7a,ed21a4fa972953c2f659b185013622144b69eaa3bbe58569b2836d0350e7ca4b,2023-03-01 03:10:57.667,a gf,a gf,-1.0,3.0,4,1
163940,ad6e93e28fbb967b76b49bac6db64ecc0fd78f7d084bf0d537831db255f5bc99,0799f5b40517077b10dd1809fda72f9d924e96fd703ca12c5ea94a0152b17a4a,2023-03-01 13:10:43.186,u started getting horny 🙂😉... remembered ur bf,u started getting horny 🙂😉... remembered ur bf,-1.0,5.0,14,1
163995,aac50037a40a67b7c395350422201932107d0ef004bc6b8b3d725fe33a077e2b,17b1357fd7deb0ee6828f0040af592a5a4001fc391e7b7cd8b9cd9c77623956b,2023-03-01 20:37:26.838,With the amount of media attention it’s got I’m not sure they’d be kept for so long if there wasn’t any evidence at all!,With the amount of media attention it’s got I’m not sure they’d be kept for so long if there wasn’t any evidence at all!,-1.0,-1.0,21,1
164464,c896bd997f8be133c9c300bdef4a80bcc6d18ca0c96468682913b50d1994cc89,eb10a18469110f2fd1db3e5c51b6ef4ee834938c7337d957425cf522d1dd17dc,2023-03-01 04:15:43.431,Gf,Gf,-1.0,3.0,5,1
164650,a842c03d4beaa35c479fb81598f6defa7ed7622f7ea14b2f6e5e4ac216088b68,10239ee139c54a109eb0673446f636a5f00ba53bda3812d294c1c3ae04ac6bf8,2023-03-01 04:51:45.946,sry I haven't been doing clan wars much bc I have been busy with my gf,sry I haven't been doing clan wars much bc I have been busy with my gf,-1.0,3.0,5,1
164954,0fe5004dc2980070be540c0442eff367a5f4a061297af8c8096b656edd55920c,38cae3ae2df22edd07911354ad8324da71587826fade3922a8f3c0c84c637449,2023-03-01 14:28:35.487,snap,snap,-1.0,-1.0,15,1
165503,116c7da2f369d9ece7378c8a4c17e9d8860a52cb2003ecca93a13c9fe580b3a1,938a1541de00bbebe8061cac5831a6c68ce97546eb649e8a8caddde99d49810c,2023-03-01 01:29:58.064,everyone send your snap,everyone send your snap,-1.0,-1.0,2,1
166143,b3c754762ad17aebf40283f9480e10c2d8a193be7aa8ea76ff0cb77890dee918,1bc5856c6617224171a9ac2da5f3287f305ad457e5e517c7fd5f2c8ea9ef8e49,2023-03-01 16:57:43.842,y ure snap ain't show,y ure snap ain't show,-1.0,-1.0,17,1
166254,4bacabb868c6140898954b650424870ae5c6ad6ffb38a8df9c12c624725fa54f,c4f24ab4295b7607c972343851acd1a081f9d78c1cb75b276007a943e792172d,2023-03-01 07:29:47.296,"Then , i request for a good caring girlfriend .....Let me know when you find her me .","Then , i request for a good caring girlfriend .....Let me know when you find her me .",-1.0,3.0,8,1
167125,26b8e7461c4c273d00323c6ac28d9dbec23a1a03d2b62000dc92c1faf7b1dc96,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 06:11:33.548,I don’t want to start another relationship,I don’t want to start another relationship,-1.0,3.0,7,1
167189,51c1f40348b64cda5bd7f1e1528ac949dab96ec35ff48dedc216d076334eea87,52776a7d13ee68f0e9414ba771327bf656ef6fea73e8beafaebf14d0393b598a,2023-03-01 19:11:28.720,you made any gf or not ? during cllg🤣,you made any ** or not ? during cllg🤣,-1.0,3.0,20,1
168016,36b856d7efbf483591ee74363757fe190a70f5130e13c9526e361d16ead7eed9,132f3ea0d0a6a9b2fa9ce44f65f7a62167111a36d1c8d6f13e351940d9ea437f,2023-03-01 08:56:57.127,nah I had u on snap tho,nah I had u on snap tho,-1.0,-1.0,9,1
169005,0651534cc7a0d759457b65e7521650c1e94accb5372d60147d4562f1a7c8e770,5af32f6565e64f4ff15592f712d7eed843cb924f7a4b2e5c57b46722bc40ccf1,2023-03-01 23:04:25.616,im horny,im horny,-1.0,5.0,24,1
169572,97c00e6329d0b440f5497ee928af23713e294f2481c8983479ae8fc37b0b1340,c0741ec969d48e1056d427e835f2b1f19caa08816dc896fcaa4b405bbee78604,2023-03-01 14:42:25.444,I’ve been playing marvel snap,I’ve been playing marvel snap,-1.0,-1.0,15,1
172229,8bd3c42794dcc878af38a5ca5a6262e7fcfb9f79b10d1690d9c30995779d14ad,d306303ddb8afeb0b15c754327420d4d9cc367d39a5ef9023b57c1433c24906b,2023-03-01 16:14:06.520,maybe he was asking for spider's snap,maybe he was asking for spider's snap,-1.0,-1.0,17,1
172912,c76ed9d1476b7ca6d648a291db11df83d17851d785c11ec7c1bd906a35ac3e97,d3bcb495898d975e059194478898f542b66ca75946b87819eaba121adac912bc,2023-03-01 18:40:50.751,female friend doesnt equate to gf sadly,female friend doesnt equate to gf sadly,-1.0,3.0,19,1
173490,cd10e518311d45118c228ea10bf7ad0575181c5601f3bfd86a018909be94b3d1,b326c50ec2ecb4e1af7af9e954aca97e5cc551fc4286cf928433ebb648b6a039,2023-03-01 07:29:36.953,Gf,Gf,-1.0,3.0,8,1
176538,5dfcf6275df50d2b50877c02c369d538c235ca208085453a4efb04843d162f91,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 01:41:47.426,I gtg my gf called,I gtg my gf called,-1.0,3.0,2,1
179378,39ca3f37b1aca53292a8cd4b5b048b6a5d0a7a770918dd8ae9ee59d78e6fc42d,2aa95b8516430a721f2afa45f50e6bf0ef1a488816626ec702a55cfe6f524b4d,2023-03-01 11:34:07.934,I have a boyfriend,I have a boyfriend,-1.0,3.0,12,1
179903,54ac29f92ff89b588f6a73008c7a7ea2e3f206854cab4286ba353f492b575caa,b7f32517bba13fd3a2981d02292575f61c417e698a88fa5b662bfb27a0cb343b,2023-03-01 06:53:16.078,Gf my boy,Gf my boy,-1.0,3.0,7,1
181075,ace58714e517a4cde6785009b7d506fa49d794b5fca2464f6a76d54ea64a0027,e2fb3a14d4ff67a6265d41fc39244a738df73be09d15a2a853c267ed2e58d2b7,2023-03-01 00:10:20.923,"I'm with you CLUTCH like I work 58 hours myself and have a girlfriend that requires attention, and yet I have enough time to do my attacks most of the times 🤣","I'm with you CLUTCH like I work 58 hours myself and have a ********** that requires attention, and yet I have enough time to do my attacks most of the times 🤣",-1.0,3.0,1,1
181494,3a5c9d80be696ac98eca4baf8ef2b9f8a498a550562f77ff0d26da3cb386dabe,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 17:37:06.132,Because i love telling you how much i love you and i love flirting with you i love telling you how much of a cutie you are,Because i love telling you how much i love you and i love flirting with you i love telling you how much of a cutie you are,-1.0,3.0,18,1
